"y"	"age"	"job"	"marital"	"education"	"default"	"balance"	"housing"	"loan"	"contact"	"day"	"month"	"duration"	"campaign"	"pdays"	"previous"	"poutcome"
0	60	"self-employed"	"married"	"secondary"	0	1690	0	0	"cellular"	28	"aug"	64	11	-1	0	"unknown"
0	53	"management"	"married"	"tertiary"	0	37	0	0	"cellular"	28	"aug"	51	9	-1	0	"unknown"
0	45	"blue-collar"	"married"	"secondary"	0	-183	1	1	"cellular"	28	"aug"	8	13	-1	0	"unknown"
0	53	"blue-collar"	"married"	"secondary"	0	65	0	0	"cellular"	28	"aug"	25	18	-1	0	"unknown"
0	31	"management"	"single"	"tertiary"	0	0	0	0	"cellular"	28	"aug"	38	16	-1	0	"unknown"
0	34	"technician"	"married"	"secondary"	0	-173	0	0	"cellular"	28	"aug"	85	2	-1	0	"unknown"
0	54	"management"	"married"	"tertiary"	0	1258	0	0	"cellular"	28	"aug"	153	14	-1	0	"unknown"
0	34	"management"	"single"	"tertiary"	0	6766	0	0	"cellular"	28	"aug"	210	5	-1	0	"unknown"
0	48	"blue-collar"	"married"	"unknown"	0	2499	0	0	"cellular"	28	"aug"	429	3	-1	0	"unknown"
0	37	"technician"	"married"	"tertiary"	0	0	0	0	"cellular"	28	"aug"	76	1	-1	0	"unknown"
0	45	"blue-collar"	"married"	"primary"	0	377	0	0	"cellular"	28	"aug"	26	23	-1	0	"unknown"
0	33	"self-employed"	"married"	"secondary"	0	77	0	0	"cellular"	28	"aug"	958	6	-1	0	"unknown"
0	33	"management"	"single"	"tertiary"	0	1530	0	0	"cellular"	28	"aug"	88	25	-1	0	"unknown"
0	48	"housemaid"	"married"	"primary"	0	0	0	0	"cellular"	28	"aug"	20	23	-1	0	"unknown"
0	53	"services"	"married"	"secondary"	0	658	0	0	"cellular"	28	"aug"	18	25	-1	0	"unknown"
0	52	"services"	"married"	"secondary"	0	1645	0	0	"cellular"	28	"aug"	248	1	-1	0	"unknown"
0	32	"technician"	"single"	"tertiary"	0	8047	1	0	"cellular"	28	"aug"	16	13	-1	0	"unknown"
0	33	"technician"	"single"	"tertiary"	0	436	0	0	"cellular"	28	"aug"	258	8	-1	0	"unknown"
0	39	"technician"	"married"	"tertiary"	0	0	0	0	"cellular"	28	"aug"	13	17	-1	0	"unknown"
0	35	"technician"	"married"	"tertiary"	0	75	0	0	"cellular"	28	"aug"	9	19	-1	0	"unknown"
0	51	"blue-collar"	"married"	"secondary"	0	279	0	0	"cellular"	28	"aug"	64	3	-1	0	"unknown"
0	34	"management"	"single"	"tertiary"	0	4348	1	0	"cellular"	28	"aug"	373	8	-1	0	"unknown"
0	35	"technician"	"single"	"secondary"	0	230	0	0	"cellular"	28	"aug"	104	1	-1	0	"unknown"
0	30	"technician"	"single"	"secondary"	0	167	0	0	"cellular"	28	"aug"	35	14	-1	0	"unknown"
0	52	"technician"	"married"	"secondary"	0	118	0	0	"cellular"	28	"aug"	16	20	-1	0	"unknown"
0	48	"blue-collar"	"married"	"primary"	0	323	0	0	"cellular"	28	"aug"	158	10	-1	0	"unknown"
0	36	"technician"	"single"	"tertiary"	0	97	0	0	"cellular"	28	"aug"	69	17	-1	0	"unknown"
0	30	"technician"	"divorced"	"secondary"	0	3028	1	0	"cellular"	28	"aug"	65	5	-1	0	"unknown"
0	57	"retired"	"married"	"unknown"	0	-157	0	0	"cellular"	28	"aug"	31	9	-1	0	"unknown"
0	55	"admin."	"married"	"secondary"	0	-2	0	0	"cellular"	28	"aug"	76	1	-1	0	"unknown"
0	30	"technician"	"married"	"tertiary"	0	0	0	0	"cellular"	28	"aug"	140	9	-1	0	"unknown"
0	48	"housemaid"	"single"	"secondary"	0	71	0	0	"cellular"	28	"aug"	97	3	-1	0	"unknown"
0	45	"self-employed"	"married"	"secondary"	0	396	0	0	"cellular"	28	"aug"	238	1	-1	0	"unknown"
0	36	"management"	"married"	"tertiary"	0	200	0	0	"cellular"	28	"aug"	131	1	-1	0	"unknown"
0	36	"technician"	"divorced"	"tertiary"	0	466	0	0	"cellular"	28	"aug"	171	1	-1	0	"unknown"
0	31	"management"	"single"	"tertiary"	0	713	0	0	"cellular"	28	"aug"	162	1	-1	0	"unknown"
0	41	"technician"	"married"	"secondary"	0	1788	0	0	"cellular"	28	"aug"	222	1	-1	0	"unknown"
0	33	"management"	"single"	"tertiary"	0	755	1	0	"cellular"	28	"aug"	68	12	-1	0	"unknown"
0	34	"technician"	"married"	"secondary"	0	298	0	0	"cellular"	28	"aug"	42	10	-1	0	"unknown"
0	43	"management"	"married"	"tertiary"	0	370	0	0	"cellular"	28	"aug"	142	5	-1	0	"unknown"
0	31	"management"	"married"	"tertiary"	0	459	0	0	"cellular"	28	"aug"	13	14	-1	0	"unknown"
0	45	"self-employed"	"married"	"tertiary"	0	240	0	0	"cellular"	28	"aug"	163	4	-1	0	"unknown"
0	32	"technician"	"single"	"tertiary"	0	723	0	0	"cellular"	28	"aug"	68	27	-1	0	"unknown"
0	32	"technician"	"married"	"secondary"	0	-300	0	0	"cellular"	28	"aug"	226	9	-1	0	"unknown"
0	38	"management"	"married"	"tertiary"	0	0	0	0	"cellular"	28	"aug"	77	18	-1	0	"unknown"
0	42	"self-employed"	"married"	"tertiary"	0	0	0	0	"cellular"	28	"aug"	35	13	-1	0	"unknown"
0	52	"technician"	"married"	"secondary"	0	136	0	0	"cellular"	28	"aug"	88	5	-1	0	"unknown"
0	40	"management"	"married"	"tertiary"	0	558	0	0	"cellular"	28	"aug"	50	5	-1	0	"unknown"
0	53	"management"	"divorced"	"tertiary"	0	15	0	0	"cellular"	28	"aug"	76	5	-1	0	"unknown"
0	39	"technician"	"single"	"tertiary"	0	1522	1	0	"cellular"	28	"aug"	15	8	-1	0	"unknown"
0	54	"admin."	"married"	"secondary"	0	111	0	0	"cellular"	28	"aug"	29	13	-1	0	"unknown"
0	34	"technician"	"married"	"secondary"	0	33	0	0	"cellular"	28	"aug"	259	1	-1	0	"unknown"
0	35	"management"	"single"	"tertiary"	0	-108	1	0	"cellular"	28	"aug"	74	3	-1	0	"unknown"
0	45	"technician"	"married"	"secondary"	0	77	0	0	"cellular"	28	"aug"	90	1	-1	0	"unknown"
0	45	"technician"	"divorced"	"secondary"	0	12	0	0	"cellular"	28	"aug"	88	3	-1	0	"unknown"
0	47	"services"	"married"	"secondary"	0	5	0	0	"cellular"	28	"aug"	169	1	-1	0	"unknown"
0	34	"management"	"single"	"secondary"	0	1863	0	0	"cellular"	28	"aug"	143	1	-1	0	"unknown"
0	36	"technician"	"single"	"secondary"	0	0	0	0	"cellular"	28	"aug"	8	13	-1	0	"unknown"
0	30	"technician"	"married"	"secondary"	0	42	0	0	"cellular"	28	"aug"	140	3	-1	0	"unknown"
0	35	"technician"	"single"	"tertiary"	0	0	1	0	"telephone"	28	"aug"	46	2	-1	0	"unknown"
0	35	"technician"	"married"	"secondary"	0	-78	0	0	"cellular"	28	"aug"	102	13	-1	0	"unknown"
0	44	"management"	"married"	"tertiary"	0	0	0	0	"cellular"	28	"aug"	43	1	-1	0	"unknown"
0	34	"management"	"single"	"tertiary"	1	621	0	0	"cellular"	28	"aug"	205	3	-1	0	"unknown"
0	30	"technician"	"married"	"tertiary"	0	81	0	0	"cellular"	28	"aug"	51	1	-1	0	"unknown"
0	41	"technician"	"married"	"secondary"	0	6171	0	0	"cellular"	28	"aug"	50	5	-1	0	"unknown"
0	38	"management"	"single"	"tertiary"	0	0	0	0	"cellular"	28	"aug"	59	12	-1	0	"unknown"
0	41	"technician"	"divorced"	"secondary"	0	475	1	0	"cellular"	28	"aug"	49	7	-1	0	"unknown"
0	37	"self-employed"	"married"	"tertiary"	0	552	0	0	"cellular"	28	"aug"	379	1	-1	0	"unknown"
0	52	"blue-collar"	"married"	"secondary"	0	305	0	0	"cellular"	28	"aug"	26	26	-1	0	"unknown"
0	43	"housemaid"	"married"	"primary"	0	685	0	0	"cellular"	28	"aug"	77	7	-1	0	"unknown"
0	60	"retired"	"married"	"tertiary"	0	45	0	0	"cellular"	28	"aug"	39	5	-1	0	"unknown"
0	34	"technician"	"married"	"secondary"	0	553	0	0	"cellular"	28	"aug"	45	12	-1	0	"unknown"
0	34	"management"	"married"	"tertiary"	0	2032	0	0	"cellular"	28	"aug"	103	12	-1	0	"unknown"
0	39	"management"	"divorced"	"tertiary"	0	295	0	0	"cellular"	28	"aug"	68	2	-1	0	"unknown"
0	44	"management"	"married"	"tertiary"	0	795	0	0	"cellular"	28	"aug"	99	24	-1	0	"unknown"
0	51	"housemaid"	"married"	"primary"	0	605	0	0	"cellular"	28	"aug"	270	14	-1	0	"unknown"
0	52	"blue-collar"	"married"	"primary"	0	-490	1	1	"cellular"	28	"aug"	74	10	-1	0	"unknown"
0	40	"technician"	"married"	"secondary"	0	88	0	0	"cellular"	28	"aug"	214	3	-1	0	"unknown"
0	47	"blue-collar"	"married"	"primary"	0	1480	0	0	"cellular"	28	"aug"	460	5	-1	0	"unknown"
0	40	"technician"	"married"	"secondary"	1	0	0	0	"cellular"	28	"aug"	147	2	-1	0	"unknown"
0	32	"management"	"single"	"tertiary"	0	813	0	0	"cellular"	28	"aug"	114	7	-1	0	"unknown"
0	50	"blue-collar"	"married"	"primary"	0	565	1	1	"cellular"	28	"aug"	36	3	-1	0	"unknown"
0	31	"technician"	"single"	"tertiary"	0	-564	1	1	"cellular"	28	"aug"	49	15	-1	0	"unknown"
0	33	"management"	"married"	"tertiary"	0	968	0	1	"cellular"	28	"aug"	95	10	-1	0	"unknown"
0	60	"retired"	"married"	"secondary"	0	4	0	0	"cellular"	28	"aug"	602	3	-1	0	"unknown"
0	33	"technician"	"married"	"secondary"	0	2	0	0	"cellular"	28	"aug"	385	7	-1	0	"unknown"
0	31	"management"	"single"	"tertiary"	0	0	0	0	"cellular"	28	"aug"	35	31	-1	0	"unknown"
0	31	"technician"	"single"	"secondary"	0	182	0	0	"cellular"	28	"aug"	52	5	-1	0	"unknown"
0	33	"technician"	"single"	"tertiary"	0	34	0	0	"cellular"	28	"aug"	13	30	-1	0	"unknown"
0	58	"blue-collar"	"married"	"primary"	0	6762	0	0	"cellular"	28	"aug"	9	25	-1	0	"unknown"
0	49	"management"	"married"	"tertiary"	0	223	0	0	"cellular"	28	"aug"	22	22	-1	0	"unknown"
0	35	"management"	"single"	"tertiary"	0	556	0	0	"cellular"	28	"aug"	52	8	-1	0	"unknown"
0	43	"technician"	"divorced"	"tertiary"	0	0	0	0	"cellular"	28	"aug"	142	10	-1	0	"unknown"
0	44	"management"	"married"	"tertiary"	0	278	0	0	"cellular"	28	"aug"	95	4	-1	0	"unknown"
0	35	"technician"	"married"	"secondary"	0	353	0	0	"cellular"	28	"aug"	17	9	-1	0	"unknown"
0	31	"technician"	"single"	"tertiary"	0	162	0	0	"cellular"	28	"aug"	13	9	-1	0	"unknown"
0	33	"technician"	"married"	"secondary"	0	95	0	0	"cellular"	28	"aug"	26	19	-1	0	"unknown"
0	48	"management"	"single"	"tertiary"	0	81	0	0	"cellular"	28	"aug"	23	9	-1	0	"unknown"
0	30	"technician"	"single"	"secondary"	0	3	0	0	"cellular"	28	"aug"	21	6	-1	0	"unknown"
0	43	"management"	"single"	"tertiary"	0	1077	0	1	"telephone"	28	"aug"	48	3	-1	0	"unknown"
0	59	"retired"	"married"	"primary"	0	1425	1	0	"cellular"	28	"aug"	299	3	-1	0	"unknown"
0	51	"admin."	"married"	"tertiary"	0	26	1	0	"telephone"	28	"aug"	51	3	-1	0	"unknown"
0	36	"management"	"married"	"tertiary"	0	918	0	0	"cellular"	28	"aug"	58	8	-1	0	"unknown"
0	49	"management"	"single"	"tertiary"	0	588	0	0	"cellular"	28	"aug"	70	9	-1	0	"unknown"
0	59	"retired"	"married"	"primary"	0	4450	0	0	"cellular"	28	"aug"	106	3	-1	0	"unknown"
0	42	"technician"	"married"	"secondary"	0	3501	0	0	"cellular"	28	"aug"	23	22	-1	0	"unknown"
0	47	"blue-collar"	"married"	"primary"	0	3440	0	0	"cellular"	28	"aug"	88	10	-1	0	"unknown"
0	32	"technician"	"single"	"secondary"	0	35	0	0	"cellular"	28	"aug"	199	6	-1	0	"unknown"
0	36	"technician"	"married"	"tertiary"	1	63	0	0	"cellular"	28	"aug"	12	14	-1	0	"unknown"
0	60	"retired"	"married"	"tertiary"	0	872	0	0	"telephone"	28	"aug"	37	5	-1	0	"unknown"
0	55	"retired"	"married"	"secondary"	0	159	0	0	"cellular"	28	"aug"	159	1	-1	0	"unknown"
0	45	"blue-collar"	"married"	"primary"	0	1291	1	0	"cellular"	28	"aug"	189	17	-1	0	"unknown"
0	34	"management"	"single"	"tertiary"	0	-64	1	1	"cellular"	28	"aug"	693	7	-1	0	"unknown"
0	32	"technician"	"married"	"secondary"	0	1011	0	0	"cellular"	28	"aug"	56	10	-1	0	"unknown"
0	35	"technician"	"married"	"secondary"	0	433	0	0	"cellular"	28	"aug"	14	16	-1	0	"unknown"
0	30	"technician"	"single"	"secondary"	0	1286	0	0	"telephone"	28	"aug"	44	12	-1	0	"unknown"
0	31	"technician"	"single"	"secondary"	0	3588	0	0	"telephone"	28	"aug"	64	27	-1	0	"unknown"
0	30	"management"	"single"	"tertiary"	0	0	0	0	"cellular"	28	"aug"	62	7	-1	0	"unknown"
0	35	"management"	"married"	"tertiary"	0	1684	1	0	"cellular"	28	"aug"	39	8	-1	0	"unknown"
0	49	"blue-collar"	"married"	"primary"	0	592	0	0	"cellular"	28	"aug"	133	15	-1	0	"unknown"
0	35	"technician"	"single"	"secondary"	1	-30	0	0	"cellular"	28	"aug"	32	2	-1	0	"unknown"
0	32	"technician"	"married"	"secondary"	0	-213	1	0	"cellular"	28	"aug"	310	7	-1	0	"unknown"
0	58	"management"	"married"	"tertiary"	0	0	0	0	"cellular"	28	"aug"	24	9	-1	0	"unknown"
0	30	"management"	"married"	"tertiary"	0	1239	0	0	"cellular"	28	"aug"	125	5	-1	0	"unknown"
0	38	"technician"	"married"	"secondary"	0	0	0	0	"cellular"	28	"aug"	176	10	-1	0	"unknown"
0	35	"technician"	"single"	"tertiary"	0	576	0	0	"cellular"	28	"aug"	8	13	-1	0	"unknown"
0	60	"management"	"married"	"tertiary"	0	3029	0	0	"cellular"	28	"aug"	26	9	-1	0	"unknown"
0	36	"technician"	"married"	"secondary"	0	4542	1	0	"cellular"	28	"aug"	76	16	-1	0	"unknown"
0	56	"blue-collar"	"married"	"primary"	0	313	0	0	"cellular"	28	"aug"	24	16	-1	0	"unknown"
0	46	"technician"	"married"	"secondary"	0	292	0	1	"cellular"	28	"aug"	7	13	-1	0	"unknown"
0	43	"management"	"single"	"tertiary"	0	946	0	0	"telephone"	28	"aug"	40	1	-1	0	"unknown"
0	41	"technician"	"divorced"	"secondary"	0	195	0	0	"cellular"	28	"aug"	260	1	-1	0	"unknown"
0	31	"technician"	"married"	"secondary"	0	367	0	0	"cellular"	28	"aug"	79	17	-1	0	"unknown"
0	48	"blue-collar"	"married"	"primary"	0	266	0	0	"telephone"	28	"aug"	58	5	-1	0	"unknown"
0	60	"technician"	"divorced"	"secondary"	0	-50	0	0	"cellular"	28	"aug"	433	12	-1	0	"unknown"
0	36	"technician"	"single"	"secondary"	0	34	0	1	"cellular"	28	"aug"	247	1	-1	0	"unknown"
0	34	"management"	"single"	"tertiary"	0	603	0	0	"cellular"	28	"aug"	787	1	-1	0	"unknown"
0	58	"retired"	"married"	"tertiary"	0	1326	0	0	"cellular"	28	"aug"	201	1	-1	0	"unknown"
0	45	"technician"	"married"	"tertiary"	0	265	0	0	"cellular"	28	"aug"	14	3	-1	0	"unknown"
1	39	"management"	"married"	"tertiary"	0	-17	1	1	"cellular"	28	"aug"	908	1	-1	0	"unknown"
0	55	"technician"	"married"	"secondary"	0	55	0	1	"cellular"	28	"aug"	19	17	-1	0	"unknown"
0	32	"technician"	"married"	"secondary"	0	963	0	0	"cellular"	28	"aug"	15	13	-1	0	"unknown"
0	41	"management"	"single"	"tertiary"	0	4522	0	0	"cellular"	28	"aug"	55	1	-1	0	"unknown"
0	32	"technician"	"married"	"secondary"	0	235	1	0	"telephone"	28	"aug"	688	6	-1	0	"unknown"
0	32	"technician"	"single"	"secondary"	0	792	0	0	"cellular"	29	"aug"	193	2	-1	0	"unknown"
0	31	"management"	"single"	"tertiary"	0	58	0	0	"cellular"	29	"aug"	207	2	-1	0	"unknown"
0	33	"management"	"single"	"tertiary"	0	2059	0	0	"cellular"	29	"aug"	106	2	-1	0	"unknown"
0	36	"technician"	"married"	"secondary"	0	216	0	0	"cellular"	29	"aug"	80	2	-1	0	"unknown"
0	35	"technician"	"single"	"secondary"	0	634	1	0	"cellular"	29	"aug"	122	2	-1	0	"unknown"
0	38	"self-employed"	"married"	"tertiary"	0	1029	0	0	"cellular"	29	"aug"	42	2	-1	0	"unknown"
0	36	"technician"	"married"	"secondary"	0	432	1	0	"cellular"	29	"aug"	65	2	-1	0	"unknown"
0	47	"blue-collar"	"married"	"primary"	0	961	0	0	"cellular"	29	"aug"	45	11	-1	0	"unknown"
0	31	"technician"	"married"	"tertiary"	0	0	0	0	"cellular"	29	"aug"	70	2	-1	0	"unknown"
0	49	"services"	"married"	"secondary"	0	413	1	1	"cellular"	29	"aug"	175	2	-1	0	"unknown"
0	59	"technician"	"divorced"	"secondary"	0	0	0	0	"cellular"	29	"aug"	126	2	-1	0	"unknown"
0	37	"management"	"married"	"tertiary"	0	4293	1	0	"cellular"	29	"aug"	150	2	-1	0	"unknown"
0	42	"technician"	"married"	"secondary"	0	0	0	0	"cellular"	29	"aug"	82	12	-1	0	"unknown"
0	46	"blue-collar"	"married"	"secondary"	0	1673	1	0	"cellular"	29	"aug"	56	10	-1	0	"unknown"
0	35	"technician"	"married"	"tertiary"	0	358	0	0	"cellular"	29	"aug"	92	9	-1	0	"unknown"
0	51	"blue-collar"	"married"	"primary"	0	21614	0	0	"cellular"	29	"aug"	47	20	-1	0	"unknown"
0	41	"technician"	"single"	"tertiary"	0	1026	0	0	"cellular"	29	"aug"	59	6	-1	0	"unknown"
0	35	"technician"	"divorced"	"secondary"	0	56	0	0	"cellular"	29	"aug"	24	12	-1	0	"unknown"
0	34	"management"	"single"	"tertiary"	0	-281	0	0	"cellular"	29	"aug"	56	6	-1	0	"unknown"
0	38	"technician"	"divorced"	"tertiary"	0	82	0	0	"cellular"	29	"aug"	38	13	-1	0	"unknown"
0	33	"technician"	"married"	"secondary"	0	79	0	0	"cellular"	29	"aug"	144	3	-1	0	"unknown"
0	36	"technician"	"single"	"secondary"	0	0	0	0	"cellular"	29	"aug"	85	6	-1	0	"unknown"
0	33	"technician"	"married"	"secondary"	0	58	1	0	"telephone"	29	"aug"	57	2	-1	0	"unknown"
0	31	"management"	"single"	"tertiary"	0	350	0	0	"cellular"	29	"aug"	71	24	-1	0	"unknown"
0	45	"self-employed"	"married"	"primary"	0	373	0	0	"cellular"	29	"aug"	82	11	-1	0	"unknown"
0	32	"management"	"married"	"tertiary"	0	134	0	1	"cellular"	29	"aug"	162	2	-1	0	"unknown"
0	34	"management"	"married"	"tertiary"	0	0	0	0	"cellular"	29	"aug"	120	2	-1	0	"unknown"
0	33	"services"	"married"	"secondary"	0	28	0	0	"cellular"	29	"aug"	73	2	-1	0	"unknown"
0	47	"admin."	"married"	"secondary"	0	996	0	0	"telephone"	29	"aug"	247	2	-1	0	"unknown"
0	37	"technician"	"married"	"tertiary"	0	1561	0	0	"cellular"	29	"aug"	88	7	-1	0	"unknown"
0	35	"technician"	"divorced"	"secondary"	0	515	1	1	"cellular"	29	"aug"	114	3	-1	0	"unknown"
0	37	"management"	"single"	"secondary"	0	45	0	0	"cellular"	29	"aug"	99	3	-1	0	"unknown"
0	60	"retired"	"married"	"tertiary"	0	614	0	0	"cellular"	29	"aug"	50	3	-1	0	"unknown"
0	38	"technician"	"married"	"secondary"	0	300	0	0	"cellular"	29	"aug"	125	5	-1	0	"unknown"
0	38	"technician"	"single"	"secondary"	0	332	1	0	"cellular"	29	"aug"	73	2	-1	0	"unknown"
0	30	"technician"	"married"	"secondary"	0	32	0	0	"cellular"	29	"aug"	73	2	-1	0	"unknown"
0	47	"technician"	"divorced"	"tertiary"	0	8	0	0	"cellular"	29	"aug"	62	2	-1	0	"unknown"
0	40	"management"	"married"	"tertiary"	0	194	0	1	"cellular"	29	"aug"	189	2	-1	0	"unknown"
0	47	"blue-collar"	"married"	"primary"	0	193	1	0	"cellular"	29	"aug"	171	2	-1	0	"unknown"
0	53	"admin."	"married"	"secondary"	0	578	0	0	"cellular"	29	"aug"	59	2	-1	0	"unknown"
0	48	"blue-collar"	"married"	"secondary"	0	647	0	0	"cellular"	29	"aug"	64	8	-1	0	"unknown"
0	46	"management"	"married"	"tertiary"	0	1008	0	0	"cellular"	29	"aug"	24	13	-1	0	"unknown"
0	36	"technician"	"single"	"secondary"	0	0	0	0	"cellular"	29	"aug"	21	2	-1	0	"unknown"
0	33	"management"	"married"	"tertiary"	0	452	1	0	"cellular"	29	"aug"	168	2	-1	0	"unknown"
0	56	"management"	"married"	"tertiary"	0	2925	0	0	"cellular"	29	"aug"	133	6	-1	0	"unknown"
0	32	"management"	"married"	"tertiary"	0	0	0	0	"cellular"	29	"aug"	183	2	-1	0	"unknown"
1	35	"technician"	"single"	"secondary"	0	3490	1	0	"cellular"	29	"aug"	643	2	-1	0	"unknown"
0	32	"technician"	"single"	"secondary"	1	-1	0	0	"cellular"	29	"aug"	185	2	-1	0	"unknown"
0	45	"management"	"married"	"tertiary"	0	1186	0	0	"cellular"	29	"aug"	25	7	-1	0	"unknown"
0	45	"technician"	"divorced"	"secondary"	0	54	0	0	"cellular"	29	"aug"	83	3	-1	0	"unknown"
0	35	"unknown"	"married"	"primary"	0	365	0	0	"cellular"	29	"aug"	41	2	-1	0	"unknown"
0	37	"technician"	"single"	"tertiary"	0	160	0	0	"cellular"	29	"aug"	204	2	-1	0	"unknown"
0	51	"blue-collar"	"married"	"primary"	0	462	1	0	"cellular"	29	"aug"	164	2	-1	0	"unknown"
0	35	"technician"	"married"	"tertiary"	0	393	0	0	"cellular"	29	"aug"	150	2	-1	0	"unknown"
0	47	"self-employed"	"married"	"secondary"	0	0	0	0	"cellular"	29	"aug"	90	6	-1	0	"unknown"
0	32	"management"	"single"	"tertiary"	0	0	0	0	"cellular"	29	"aug"	63	2	-1	0	"unknown"
0	35	"management"	"single"	"tertiary"	0	0	0	0	"cellular"	29	"aug"	131	2	-1	0	"unknown"
0	31	"management"	"single"	"tertiary"	0	471	0	0	"cellular"	29	"aug"	153	2	-1	0	"unknown"
0	46	"management"	"single"	"tertiary"	0	134	0	0	"cellular"	29	"aug"	40	2	-1	0	"unknown"
0	49	"management"	"married"	"tertiary"	0	0	0	0	"cellular"	29	"aug"	102	2	-1	0	"unknown"
0	45	"technician"	"married"	"secondary"	0	865	0	0	"cellular"	29	"aug"	80	4	-1	0	"unknown"
0	33	"technician"	"married"	"secondary"	1	-708	0	0	"cellular"	29	"aug"	93	2	-1	0	"unknown"
0	51	"admin."	"married"	"secondary"	0	255	0	0	"cellular"	29	"aug"	158	2	-1	0	"unknown"
0	59	"retired"	"married"	"secondary"	0	374	0	0	"cellular"	29	"aug"	272	2	-1	0	"unknown"
0	48	"management"	"divorced"	"tertiary"	0	700	1	0	"cellular"	29	"aug"	488	2	-1	0	"unknown"
0	57	"admin."	"married"	"secondary"	0	1218	0	0	"cellular"	29	"aug"	214	7	-1	0	"unknown"
0	33	"technician"	"married"	"tertiary"	0	599	1	0	"cellular"	29	"aug"	461	2	-1	0	"unknown"
0	39	"housemaid"	"divorced"	"primary"	0	239	0	0	"cellular"	29	"aug"	204	2	-1	0	"unknown"
0	39	"management"	"single"	"tertiary"	0	109	0	0	"cellular"	29	"aug"	159	2	-1	0	"unknown"
0	42	"technician"	"divorced"	"secondary"	0	112	0	0	"cellular"	29	"aug"	69	4	-1	0	"unknown"
0	37	"management"	"married"	"tertiary"	0	5	0	0	"cellular"	29	"aug"	36	2	-1	0	"unknown"
0	30	"management"	"single"	"tertiary"	0	0	0	0	"cellular"	29	"aug"	135	2	-1	0	"unknown"
0	46	"blue-collar"	"married"	"secondary"	0	877	0	0	"cellular"	29	"aug"	339	2	-1	0	"unknown"
0	33	"technician"	"married"	"secondary"	0	8	0	0	"cellular"	29	"aug"	462	2	-1	0	"unknown"
0	49	"management"	"single"	"secondary"	0	0	0	0	"cellular"	29	"aug"	121	2	-1	0	"unknown"
0	36	"self-employed"	"married"	"primary"	0	0	0	0	"cellular"	29	"aug"	97	2	-1	0	"unknown"
0	31	"services"	"single"	"secondary"	0	2070	0	0	"cellular"	29	"aug"	319	2	-1	0	"unknown"
0	34	"management"	"married"	"tertiary"	0	53	1	1	"cellular"	29	"aug"	256	2	-1	0	"unknown"
0	35	"technician"	"married"	"secondary"	0	-146	1	0	"cellular"	29	"aug"	240	2	-1	0	"unknown"
0	56	"management"	"married"	"tertiary"	0	67	0	1	"cellular"	29	"aug"	88	2	-1	0	"unknown"
0	32	"technician"	"single"	"secondary"	0	284	0	0	"cellular"	29	"aug"	161	2	-1	0	"unknown"
0	33	"management"	"married"	"tertiary"	0	310	0	0	"cellular"	29	"aug"	179	2	-1	0	"unknown"
0	48	"blue-collar"	"married"	"secondary"	0	134	0	0	"cellular"	29	"aug"	200	7	-1	0	"unknown"
0	34	"admin."	"married"	"secondary"	0	96	0	0	"cellular"	29	"aug"	109	2	-1	0	"unknown"
0	35	"technician"	"single"	"tertiary"	0	33	0	0	"cellular"	29	"aug"	300	2	-1	0	"unknown"
0	32	"technician"	"married"	"secondary"	0	444	0	0	"cellular"	29	"aug"	63	2	-1	0	"unknown"
0	58	"services"	"married"	"secondary"	0	74	0	0	"cellular"	29	"aug"	105	2	-1	0	"unknown"
0	31	"technician"	"single"	"secondary"	0	0	0	0	"cellular"	29	"aug"	213	4	-1	0	"unknown"
0	33	"technician"	"single"	"tertiary"	0	176	0	0	"cellular"	29	"aug"	112	2	-1	0	"unknown"
0	32	"management"	"single"	"tertiary"	0	0	0	0	"cellular"	29	"aug"	255	2	-1	0	"unknown"
0	31	"technician"	"single"	"secondary"	0	-2	0	0	"cellular"	29	"aug"	131	2	-1	0	"unknown"
0	59	"self-employed"	"married"	"tertiary"	0	1059	0	0	"cellular"	29	"aug"	103	2	-1	0	"unknown"
0	48	"technician"	"married"	"tertiary"	0	16	0	0	"cellular"	29	"aug"	77	2	-1	0	"unknown"
1	32	"management"	"single"	"tertiary"	0	769	0	0	"cellular"	29	"aug"	695	2	-1	0	"unknown"
0	36	"management"	"married"	"tertiary"	0	4	1	0	"cellular"	29	"aug"	159	2	-1	0	"unknown"
0	33	"technician"	"married"	"secondary"	0	118	1	0	"cellular"	29	"aug"	103	2	-1	0	"unknown"
0	38	"admin."	"divorced"	"secondary"	0	1314	0	0	"cellular"	29	"aug"	156	2	-1	0	"unknown"
0	54	"technician"	"married"	"secondary"	0	184	0	0	"cellular"	29	"aug"	81	8	-1	0	"unknown"
0	39	"management"	"married"	"tertiary"	0	0	0	0	"cellular"	29	"aug"	94	2	-1	0	"unknown"
0	48	"technician"	"divorced"	"secondary"	0	105	0	0	"cellular"	29	"aug"	520	2	-1	0	"unknown"
0	31	"technician"	"single"	"secondary"	0	0	0	0	"cellular"	29	"aug"	35	14	-1	0	"unknown"
0	56	"services"	"married"	"unknown"	0	628	0	0	"cellular"	29	"aug"	96	2	-1	0	"unknown"
0	34	"technician"	"single"	"secondary"	0	943	0	0	"cellular"	29	"aug"	96	4	-1	0	"unknown"
0	39	"management"	"divorced"	"tertiary"	0	115	0	0	"cellular"	29	"aug"	345	2	-1	0	"unknown"
0	31	"technician"	"married"	"secondary"	0	13	0	0	"cellular"	29	"aug"	245	2	-1	0	"unknown"
